,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Pompage (MW),Bioénergies (MW),Ech. physiques (MW),production_totale,date
0,2615508.0,175816.0,2380121.0,120822.0,5632.0,326015.0,-67371.0,34437.0,-361741.0,3042843.0,2013-01-01
1,3107212.0,227634.0,2680551.0,68501.0,12613.0,423938.0,-33725.0,33651.0,-307605.0,3446888.0,2013-01-02
2,3196635.0,287155.0,2653696.0,75638.0,10115.0,437392.0,-36701.0,34925.0,-267349.0,3498921.0,2013-01-03
3,3129474.0,252028.0,2685912.0,48314.0,6803.0,413973.0,-48142.0,36043.0,-267105.0,3443073.0,2013-01-04
4,2884514.0,173959.0,2644075.0,43797.0,7199.0,384203.0,-54130.0,36873.0,-353140.0,3290106.0,2013-01-05
5,2808767.0,172565.0,2600878.0,30038.0,7457.0,325746.0,-56681.0,36547.0,-309437.0,3173231.0,2013-01-06
6,3267569.0,398320.0,2705945.0,21917.0,7961.0,443753.0,-31242.0,35200.0,-316004.0,3613096.0,2013-01-07
7,3435444.0,465074.0,2748838.0,20415.0,7047.0,487480.0,-30702.0,35471.0,-299787.0,3764325.0,2013-01-08
8,3502398.0,394731.0,2805233.0,21796.0,6700.0,521116.0,-27903.0,35858.0,-256839.0,3785434.0,2013-01-09
9,3433537.0,385160.0,2791166.0,59509.0,6694.0,448361.0,-36018.0,35607.0,-258738.0,3726497.0,2013-01-10
10,3363850.0,387634.0,2800603.0,68636.0,13712.0,428415.0,-41511.0,37432.0,-332879.0,3736432.0,2013-01-11
11,3160040.0,313167.0,2786561.0,48277.0,8886.0,377875.0,-53370.0,38110.0,-361272.0,3572876.0,2013-01-12
12,3105396.0,292990.0,2773474.0,41740.0,4892.0,319636.0,-59061.0,38033.0,-308103.0,3470765.0,2013-01-13
13,3669172.0,460608.0,2812897.0,80061.0,8131.0,453798.0,-33185.0,36319.0,-151259.0,3851814.0,2013-01-14
14,3765205.0,503235.0,2809563.0,98120.0,8064.0,487621.0,-26369.0,35773.0,-152587.0,3942376.0,2013-01-15
15,3824210.0,522853.0,2747798.0,40246.0,5875.0,506706.0,-20937.0,35235.0,-15419.0,3858713.0,2013-01-16
16,4016410.0,571534.0,2772618.0,42710.0,12572.0,514021.0,-16871.0,34165.0,83845.0,3947620.0,2013-01-17
17,4076079.0,620641.0,2804360.0,74715.0,4862.0,524221.0,-21031.0,34949.0,31616.0,4063748.0,2013-01-18
18,3659117.0,441518.0,2806572.0,115321.0,2420.0,441553.0,-34811.0,35171.0,-150334.0,3842555.0,2013-01-19
19,3469325.0,397356.0,2764706.0,68561.0,4525.0,419458.0,-55600.0,33237.0,-164531.0,3687843.0,2013-01-20
20,3755870.0,541211.0,2755313.0,84449.0,9240.0,484158.0,-34735.0,31861.0,-117382.0,3906232.0,2013-01-21
21,3778431.0,571029.0,2757785.0,64698.0,10168.0,470849.0,-36271.0,32171.0,-93847.0,3906700.0,2013-01-22
22,3752299.0,605083.0,2766624.0,37310.0,6784.0,468198.0,-31761.0,32942.0,-134667.0,3916941.0,2013-01-23
23,3772991.0,614699.0,2774111.0,48900.0,9782.0,484187.0,-30841.0,33971.0,-163606.0,3965650.0,2013-01-24
24,3903703.0,593336.0,2803101.0,68492.0,14609.0,491734.0,-25805.0,35025.0,-78536.0,4006297.0,2013-01-25
25,3552885.0,438893.0,2792153.0,96097.0,11908.0,434285.0,-29671.0,35562.0,-228106.0,3808898.0,2013-01-26
26,3241442.0,314992.0,2721931.0,166889.0,7117.0,353208.0,-61075.0,35576.0,-298961.0,3599713.0,2013-01-27
27,3490478.0,427516.0,2745504.0,174502.0,15936.0,432118.0,-35309.0,34363.0,-305945.0,3829939.0,2013-01-28
28,3416851.0,415134.0,2720890.0,261359.0,10825.0,432126.0,-47258.0,35060.0,-413036.0,3875394.0,2013-01-29
29,3212219.0,309773.0,2679400.0,237171.0,13758.0,438771.0,-44148.0,35354.0,-459613.0,3714227.0,2013-01-30
30,3216185.0,308633.0,2677462.0,200437.0,13257.0,451167.0,-44947.0,35872.0,-427525.0,3686828.0,2013-01-31
31,3172620.0,261933.0,2679927.0,151450.0,6368.0,480640.0,-49685.0,37018.0,-396763.0,3617336.0,2013-02-01
32,3079243.0,210005.0,2638897.0,188792.0,11959.0,434308.0,-66411.0,35998.0,-376062.0,3519959.0,2013-02-02
33,3145257.0,262527.0,2604194.0,144284.0,15836.0,433498.0,-79105.0,36040.0,-273798.0,3496379.0,2013-02-03
34,3368919.0,346712.0,2656956.0,196102.0,9290.0,488504.0,-40533.0,34595.0,-324523.0,3732159.0,2013-02-04
35,3446600.0,388602.0,2641301.0,230701.0,10038.0,520526.0,-40401.0,34917.0,-340866.0,3826085.0,2013-02-05
36,3600095.0,429094.0,2654031.0,221051.0,11048.0,520251.0,-31161.0,34643.0,-240620.0,3870118.0,2013-02-06
37,3695854.0,504277.0,2641107.0,121691.0,15080.0,522224.0,-26465.0,35100.0,-118993.0,3839479.0,2013-02-07
38,3617467.0,485919.0,2676511.0,54437.0,12424.0,504738.0,-29980.0,35618.0,-123998.0,3769647.0,2013-02-08
39,3452821.0,418103.0,2596523.0,42674.0,12659.0,525696.0,-20712.0,36100.0,-159948.0,3631755.0,2013-02-09
40,3330703.0,336825.0,2654039.0,143119.0,8425.0,433729.0,-55332.0,36529.0,-228377.0,3612666.0,2013-02-10
41,3580071.0,446374.0,2696419.0,64859.0,8486.0,510726.0,-31130.0,35025.0,-152382.0,3761889.0,2013-02-11
42,3702135.0,514333.0,2699923.0,43143.0,9420.0,525390.0,-24824.0,34103.0,-101035.0,3826312.0,2013-02-12
43,3713227.0,495354.0,2688431.0,46823.0,15100.0,523949.0,-14041.0,34300.0,-78431.0,3803957.0,2013-02-13
44,3688449.0,483190.0,2712393.0,112923.0,11441.0,508136.0,-17285.0,34562.0,-158689.0,3862645.0,2013-02-14
45,3460872.0,449517.0,2702236.0,43226.0,18076.0,494333.0,-28137.0,35294.0,-255390.0,3742682.0,2013-02-15
46,3181186.0,382937.0,2649537.0,16217.0,23815.0,430623.0,-36002.0,35556.0,-323244.0,3538685.0,2013-02-16
47,3080185.0,306367.0,2624714.0,74185.0,23092.0,397842.0,-66049.0,34559.0,-316301.0,3460759.0,2013-02-17
48,3409738.0,475835.0,2656042.0,66774.0,22869.0,461339.0,-19421.0,33262.0,-288726.0,3716121.0,2013-02-18
49,3501023.0,510753.0,2654239.0,28618.0,28004.0,453207.0,-36088.0,34317.0,-173764.0,3709138.0,2013-02-19
50,3501092.0,471176.0,2601233.0,92790.0,28246.0,462483.0,-23623.0,34337.0,-167369.0,3690265.0,2013-02-20
51,3696025.0,509321.0,2599497.0,157844.0,25612.0,519205.0,-28933.0,34520.0,-122877.0,3845999.0,2013-02-21
52,3794663.0,504717.0,2598149.0,175231.0,23576.0,532289.0,-22136.0,35981.0,-54960.0,3869943.0,2013-02-22
53,3754116.0,557423.0,2502867.0,124128.0,12691.0,500536.0,-14607.0,36414.0,32801.0,3734059.0,2013-02-23
54,3612418.0,535492.0,2511622.0,108884.0,11451.0,429624.0,-45813.0,35030.0,24307.0,3632103.0,2013-02-24
55,3850255.0,623837.0,2512041.0,72327.0,11029.0,491864.0,-32553.0,33893.0,136029.0,3744991.0,2013-02-25
56,3814670.0,631745.0,2513691.0,76377.0,17509.0,483477.0,-14859.0,33849.0,71019.0,3756648.0,2013-02-26
57,3753218.0,619648.0,2540037.0,72088.0,19044.0,477064.0,-25642.0,34745.0,14317.0,3762626.0,2013-02-27
58,3676378.0,544552.0,2565159.0,36906.0,19201.0,464346.0,-22391.0,35041.0,31648.0,3665205.0,2013-02-28
59,3663675.0,584679.0,2493459.0,71489.0,14553.0,452296.0,-24824.0,35144.0,34930.0,3651620.0,2013-03-01
60,3352242.0,479507.0,2445975.0,47477.0,18943.0,390757.0,-30902.0,35693.0,-37148.0,3418352.0,2013-03-02
61,3109238.0,378330.0,2438690.0,63985.0,30177.0,312596.0,-71923.0,34907.0,-79420.0,3258685.0,2013-03-03
62,3319915.0,447380.0,2455821.0,136612.0,31058.0,343304.0,-23887.0,32864.0,-105141.0,3447039.0,2013-03-04
63,3195807.0,363416.0,2501093.0,139963.0,13503.0,371979.0,-35552.0,33707.0,-194215.0,3423661.0,2013-03-05
64,3089093.0,375219.0,2526275.0,66208.0,9892.0,359079.0,-38737.0,34089.0,-244769.0,3370762.0,2013-03-06
65,2984705.0,363779.0,2467384.0,48602.0,18284.0,377294.0,-37379.0,34796.0,-289964.0,3310139.0,2013-03-07
66,2912362.0,324699.0,2394276.0,97841.0,17289.0,401200.0,-44853.0,34664.0,-314623.0,3269969.0,2013-03-08
67,2618794.0,223600.0,2289615.0,37437.0,22945.0,381616.0,-61507.0,34280.0,-311019.0,2989493.0,2013-03-09
68,2586314.0,220227.0,2304018.0,41929.0,21791.0,340858.0,-58266.0,33780.0,-319932.0,2962603.0,2013-03-10
69,3185941.0,369404.0,2443761.0,139419.0,19432.0,430753.0,-30265.0,32817.0,-221266.0,3435586.0,2013-03-11
70,3474180.0,495995.0,2502957.0,153709.0,14436.0,432008.0,-34392.0,32399.0,-124821.0,3631504.0,2013-03-12
71,3663601.0,562058.0,2526267.0,64680.0,14738.0,470981.0,-31226.0,31513.0,22688.0,3670237.0,2013-03-13
72,3640709.0,520540.0,2497486.0,72740.0,24507.0,455977.0,-24157.0,31031.0,60687.0,3602281.0,2013-03-14
73,3612513.0,497305.0,2412590.0,117996.0,34974.0,469670.0,-15378.0,33042.0,60446.0,3565577.0,2013-03-15
74,3233307.0,362998.0,2396590.0,200841.0,21976.0,371813.0,-59769.0,34874.0,-97989.0,3389092.0,2013-03-16
75,2974337.0,344197.0,2397364.0,142745.0,10900.0,343570.0,-77482.0,35241.0,-224122.0,3274017.0,2013-03-17
76,3368407.0,495003.0,2418943.0,97257.0,20316.0,418248.0,-32960.0,34029.0,-84392.0,3483796.0,2013-03-18
77,3344759.0,455160.0,2414589.0,82808.0,25822.0,414879.0,-24271.0,34589.0,-60777.0,3427847.0,2013-03-19
78,3287324.0,413028.0,2414736.0,93062.0,25681.0,433163.0,-22133.0,34538.0,-106777.0,3414208.0,2013-03-20
79,3254587.0,398746.0,2370636.0,53503.0,29426.0,440650.0,-15787.0,34841.0,-59384.0,3327802.0,2013-03-21
80,3063021.0,334536.0,2290074.0,148065.0,27706.0,455761.0,-20612.0,35964.0,-210405.0,3292106.0,2013-03-22
81,2749055.0,292571.0,2202807.0,83503.0,16369.0,386896.0,-65968.0,37029.0,-206053.0,3019175.0,2013-03-23
82,2708717.0,272869.0,2127638.0,88984.0,16215.0,376322.0,-76124.0,36728.0,-135882.0,2918756.0,2013-03-24
83,3149538.0,447745.0,2251974.0,78080.0,23219.0,411080.0,-23209.0,35581.0,-76927.0,3247679.0,2013-03-25
84,3248553.0,473964.0,2322353.0,51579.0,26258.0,429666.0,-23068.0,35504.0,-69661.0,3339324.0,2013-03-26
85,3262899.0,472106.0,2347219.0,32243.0,26525.0,428924.0,-22166.0,34765.0,-58544.0,3341782.0,2013-03-27
86,3284066.0,590933.0,2205668.0,29548.0,15215.0,484163.0,-19925.0,33985.0,-57422.0,3359512.0,2013-03-28
87,3273080.0,409302.0,2392163.0,44483.0,20371.0,452760.0,-29022.0,35130.0,-54036.0,3354209.0,2013-03-29
88,3006831.0,349630.0,2189507.0,95255.0,19919.0,456006.0,-45317.0,35258.0,-95368.0,3145575.0,2013-03-30
89,2979541.0,268369.0,2270817.0,76614.0,33721.0,440087.0,-82221.0,35975.0,-65929.0,3125583.0,2013-03-31
90,2880439.0,165805.0,2239501.0,161778.0,24278.0,394622.0,-82215.0,30080.0,-57319.0,3016064.0,2013-04-01
91,3190874.0,314616.0,2295801.0,133867.0,29729.0,455532.0,-27808.0,28115.0,-40942.0,3257660.0,2013-04-02
92,3184421.0,378348.0,2300656.0,95647.0,37482.0,448629.0,-28358.0,27559.0,-77450.0,3288321.0,2013-04-03
93,3272557.0,390366.0,2297410.0,152335.0,17047.0,495427.0,-27238.0,27186.0,-81915.0,3379771.0,2013-04-04
94,3279904.0,392414.0,2299159.0,125033.0,21036.0,506377.0,-19935.0,27475.0,-73686.0,3371494.0,2013-04-05
95,3024043.0,342551.0,2184669.0,92232.0,14343.0,446532.0,-32448.0,27583.0,-53495.0,3107910.0,2013-04-06
96,2776287.0,258945.0,2160087.0,53686.0,31009.0,355007.0,-59603.0,26944.0,-51813.0,2885678.0,2013-04-07
97,3090312.0,368231.0,2203834.0,52831.0,21845.0,414695.0,-25657.0,26053.0,26519.0,3087489.0,2013-04-08
98,3068548.0,366445.0,2195654.0,165075.0,22048.0,415708.0,-21332.0,24927.0,-101910.0,3189857.0,2013-04-09
99,2974694.0,384788.0,2160789.0,149460.0,27516.0,438300.0,-24293.0,26082.0,-189880.0,3186935.0,2013-04-10
100,2868217.0,301496.0,2162515.0,153742.0,16494.0,465953.0,-27961.0,26861.0,-232818.0,3127061.0,2013-04-11
101,2796740.0,211610.0,2156546.0,212490.0,30132.0,490390.0,-33184.0,28216.0,-301414.0,3129384.0,2013-04-12
102,2462637.0,81660.0,1982078.0,119624.0,34687.0,470575.0,-45375.0,28621.0,-211155.0,2717245.0,2013-04-13
103,2111878.0,45988.0,1731047.0,128368.0,43650.0,443755.0,-57748.0,27233.0,-250232.0,2420041.0,2013-04-14
104,2412091.0,190867.0,1962366.0,43205.0,34466.0,491488.0,-25568.0,26294.0,-312847.0,2748686.0,2013-04-15
105,2458671.0,210582.0,2014319.0,63800.0,34493.0,466973.0,-28531.0,26578.0,-331356.0,2816745.0,2013-04-16
106,2407219.0,108234.0,2076284.0,79710.0,42181.0,485552.0,-26925.0,26557.0,-386191.0,2818518.0,2013-04-17
107,2399882.0,99214.0,2022702.0,156435.0,30649.0,486920.0,-27510.0,27172.0,-397558.0,2823092.0,2013-04-18
108,2495268.0,105704.0,2079625.0,98956.0,25601.0,525866.0,-25182.0,28665.0,-345828.0,2864417.0,2013-04-19
109,2356440.0,56703.0,2020834.0,142791.0,27696.0,479284.0,-45655.0,29598.0,-356689.0,2756906.0,2013-04-20
110,2225572.0,46124.0,1907764.0,41848.0,31761.0,471711.0,-60158.0,29277.0,-244624.0,2528485.0,2013-04-21
111,2576413.0,165182.0,2109180.0,47074.0,35072.0,494104.0,-22150.0,28517.0,-282496.0,2879129.0,2013-04-22
112,2564577.0,195920.0,2142792.0,27828.0,35570.0,484785.0,-21906.0,29066.0,-331372.0,2915961.0,2013-04-23
113,2468317.0,166263.0,2096760.0,22271.0,45021.0,493077.0,-22749.0,29833.0,-364016.0,2853225.0,2013-04-24
114,2385851.0,115603.0,2074501.0,26056.0,36746.0,520888.0,-27856.0,28589.0,-390506.0,2802383.0,2013-04-25
115,2433424.0,87430.0,2038901.0,93578.0,9811.0,538911.0,-32058.0,30977.0,-335967.0,2799608.0,2013-04-26
116,2350665.0,74820.0,1998128.0,91825.0,18368.0,517318.0,-62685.0,31075.0,-320034.0,2731534.0,2013-04-27
117,2325371.0,84825.0,1954282.0,34752.0,20857.0,501729.0,-88047.0,30642.0,-215497.0,2627087.0,2013-04-28
118,2696800.0,178721.0,2014881.0,54401.0,21508.0,534937.0,-25647.0,30021.0,-113866.0,2834469.0,2013-04-29
119,2685283.0,183781.0,2029870.0,141724.0,18063.0,505777.0,-28124.0,30715.0,-198422.0,2909930.0,2013-04-30
120,2216233.0,48074.0,1874464.0,81253.0,28080.0,476011.0,-97034.0,31707.0,-227689.0,2539589.0,2013-05-01
121,2528631.0,154481.0,2000777.0,33487.0,28628.0,519470.0,-30539.0,31283.0,-210852.0,2768126.0,2013-05-02
122,2499994.0,130015.0,2050509.0,66732.0,30228.0,529239.0,-36397.0,31536.0,-303661.0,2838259.0,2013-05-03
123,2201406.0,45207.0,1989791.0,54008.0,40418.0,496993.0,-58513.0,33010.0,-401222.0,2659427.0,2013-05-04
124,2005926.0,44769.0,1876325.0,26281.0,39816.0,491712.0,-94059.0,32250.0,-412888.0,2511153.0,2013-05-05
125,2322135.0,104406.0,2033400.0,22303.0,43689.0,566762.0,-28854.0,31316.0,-452606.0,2801876.0,2013-05-06
126,2309552.0,107575.0,2067832.0,21222.0,31637.0,570390.0,-27571.0,31192.0,-494495.0,2829848.0,2013-05-07
127,2004008.0,45119.0,1976586.0,77473.0,30931.0,508256.0,-61388.0,32056.0,-607001.0,2670421.0,2013-05-08
128,1975341.0,43947.0,1917376.0,79648.0,26448.0,499542.0,-62152.0,32722.0,-563900.0,2599683.0,2013-05-09
129,2170091.0,44173.0,1981476.0,115877.0,33982.0,553880.0,-25174.0,32430.0,-568240.0,2761818.0,2013-05-10
130,2088954.0,43875.0,1846038.0,139867.0,35831.0,517775.0,-52038.0,32681.0,-476730.0,2616067.0,2013-05-11
131,2013123.0,43087.0,1706901.0,135488.0,34046.0,510021.0,-78968.0,32177.0,-371322.0,2461720.0,2013-05-12
132,2412774.0,62787.0,2087656.0,137457.0,34606.0,570723.0,-33974.0,30525.0,-478807.0,2923754.0,2013-05-13
133,2467819.0,74605.0,2161240.0,89322.0,36470.0,574152.0,-37798.0,29874.0,-461872.0,2965663.0,2013-05-14
134,2494717.0,117071.0,2136260.0,74127.0,21052.0,550400.0,-39793.0,30899.0,-397092.0,2929809.0,2013-05-15
135,2558101.0,138549.0,2178600.0,22443.0,25165.0,564094.0,-35038.0,31346.0,-368799.0,2960197.0,2013-05-16
136,2510691.0,134224.0,2109044.0,32457.0,33242.0,564774.0,-20585.0,32078.0,-376371.0,2905819.0,2013-05-17
137,2259898.0,44069.0,2007926.0,90826.0,21563.0,545909.0,-31506.0,32821.0,-453478.0,2743114.0,2013-05-18
138,2127678.0,42432.0,1933059.0,52710.0,25454.0,481520.0,-84753.0,33204.0,-357703.0,2568379.0,2013-05-19
139,2250704.0,64092.0,1980055.0,74827.0,27441.0,531035.0,-47997.0,31637.0,-412138.0,2709087.0,2013-05-20
140,2616828.0,155190.0,2062906.0,77582.0,19696.0,593343.0,-24555.0,30459.0,-299612.0,2939176.0,2013-05-21
141,2598462.0,155630.0,2065503.0,83564.0,29486.0,575000.0,-34599.0,29611.0,-307506.0,2938794.0,2013-05-22
142,2628182.0,154922.0,2055136.0,121560.0,31801.0,581111.0,-27634.0,30600.0,-321174.0,2975130.0,2013-05-23
143,2717698.0,168731.0,2077531.0,77111.0,31560.0,605816.0,-22764.0,30837.0,-252894.0,2991586.0,2013-05-24
144,2398127.0,66364.0,1933653.0,88320.0,36241.0,546115.0,-46554.0,31976.0,-259710.0,2702669.0,2013-05-25
145,2193957.0,42071.0,1910152.0,57226.0,43708.0,508107.0,-86169.0,32256.0,-315045.0,2593520.0,2013-05-26
146,2460333.0,104694.0,2024019.0,33595.0,45353.0,592425.0,-24835.0,31559.0,-348236.0,2831645.0,2013-05-27
147,2536581.0,127002.0,1994580.0,86208.0,23271.0,601844.0,-29531.0,31238.0,-299806.0,2864143.0,2013-05-28
148,2592353.0,144570.0,2050779.0,52966.0,30811.0,601366.0,-24371.0,31127.0,-296662.0,2911619.0,2013-05-29
149,2615334.0,123828.0,2089977.0,58025.0,24606.0,604229.0,-15095.0,31351.0,-303330.0,2932016.0,2013-05-30
150,2537862.0,126947.0,2090446.0,130309.0,27317.0,574667.0,-28891.0,31833.0,-416523.0,2981519.0,2013-05-31
151,2168212.0,42494.0,1897911.0,131380.0,34473.0,497387.0,-55160.0,31825.0,-413822.0,2635470.0,2013-06-01
152,1976299.0,42564.0,1659031.0,110807.0,40854.0,449117.0,-79711.0,31331.0,-279463.0,2333704.0,2013-06-02
153,2342021.0,63732.0,2032155.0,127960.0,47887.0,530698.0,-25636.0,29597.0,-466199.0,2832029.0,2013-06-03
154,2354831.0,95500.0,2101520.0,81745.0,46879.0,525757.0,-30411.0,30202.0,-498119.0,2881603.0,2013-06-04
155,2333868.0,100665.0,2116978.0,44967.0,47525.0,549373.0,-36505.0,29790.0,-520707.0,2889298.0,2013-06-05
156,2315569.0,76527.0,2099557.0,53896.0,46838.0,556507.0,-35892.0,28307.0,-511882.0,2861632.0,2013-06-06
157,2271472.0,49267.0,2084854.0,61657.0,44379.0,556002.0,-38145.0,29481.0,-517738.0,2825640.0,2013-06-07
158,1991999.0,41990.0,1825321.0,107154.0,23433.0,505587.0,-62300.0,29759.0,-480697.0,2533244.0,2013-06-08
159,1869675.0,41992.0,1737677.0,58420.0,23655.0,481981.0,-84033.0,30085.0,-421825.0,2373810.0,2013-06-09
160,2254369.0,74506.0,2025479.0,29424.0,28710.0,542190.0,-28935.0,29708.0,-448407.0,2730017.0,2013-06-10
161,2302783.0,99297.0,2088015.0,47324.0,34929.0,504396.0,-27603.0,29228.0,-474560.0,2803189.0,2013-06-11
162,2314589.0,78886.0,2065295.0,91995.0,39401.0,511060.0,-28504.0,29853.0,-475172.0,2816490.0,2013-06-12
163,2308124.0,58082.0,2037916.0,102235.0,28555.0,487907.0,-33457.0,30168.0,-405009.0,2744863.0,2013-06-13
164,2265925.0,41818.0,2041030.0,30839.0,42789.0,522549.0,-23361.0,30709.0,-422150.0,2709734.0,2013-06-14
165,1987517.0,42186.0,1680693.0,108608.0,38423.0,488531.0,-58054.0,31179.0,-345776.0,2389620.0,2013-06-15
166,1850447.0,43331.0,1594845.0,42194.0,45871.0,449319.0,-69109.0,31398.0,-289127.0,2206958.0,2013-06-16
167,2273346.0,94936.0,1931657.0,90364.0,35294.0,498353.0,-40762.0,29632.0,-367908.0,2680236.0,2013-06-17
168,2340350.0,114535.0,2011432.0,39314.0,28145.0,481871.0,-30761.0,28573.0,-334507.0,2703870.0,2013-06-18
169,2339022.0,140826.0,1913861.0,59601.0,25811.0,457666.0,-31762.0,28612.0,-257383.0,2626377.0,2013-06-19
170,2321367.0,143817.0,1923365.0,42834.0,27602.0,462335.0,-30858.0,28919.0,-278443.0,2628872.0,2013-06-20
171,2269198.0,75543.0,1927074.0,79056.0,29797.0,481615.0,-29622.0,30100.0,-326220.0,2623185.0,2013-06-21
172,1990493.0,41875.0,1670910.0,163444.0,35364.0,464075.0,-45549.0,31829.0,-373182.0,2407497.0,2013-06-22
173,1868010.0,42237.0,1443805.0,198152.0,34589.0,459056.0,-56984.0,32350.0,-287008.0,2210189.0,2013-06-23
174,2251332.0,113122.0,1805472.0,81599.0,34716.0,504333.0,-23789.0,31742.0,-297768.0,2570984.0,2013-06-24
175,2299478.0,121219.0,1911728.0,47006.0,39878.0,476719.0,-31038.0,32028.0,-299832.0,2628578.0,2013-06-25
176,2300832.0,132726.0,1907087.0,42533.0,45789.0,485183.0,-30337.0,32580.0,-316544.0,2645898.0,2013-06-26
177,2307265.0,100424.0,1987210.0,47895.0,40452.0,457619.0,-29367.0,32776.0,-331499.0,2666376.0,2013-06-27
178,2283203.0,101832.0,2033523.0,54126.0,27721.0,452387.0,-26068.0,33723.0,-395752.0,2703312.0,2013-06-28
179,2012404.0,43139.0,1882654.0,89184.0,26815.0,405597.0,-40887.0,35458.0,-431310.0,2482847.0,2013-06-29
180,1861006.0,41331.0,1713563.0,30761.0,43959.0,360128.0,-69059.0,34977.0,-296335.0,2224719.0,2013-06-30
181,2247902.0,72366.0,1950016.0,15773.0,45005.0,464473.0,-27636.0,32503.0,-306307.0,2580136.0,2013-07-01
182,2311499.0,88775.0,1970553.0,41549.0,37642.0,460524.0,-29434.0,33139.0,-293006.0,2632182.0,2013-07-02
183,2326377.0,133693.0,1966936.0,99008.0,19623.0,478516.0,-36587.0,34060.0,-370612.0,2731836.0,2013-07-03
184,2322022.0,137829.0,1999044.0,46143.0,36426.0,482879.0,-33054.0,34099.0,-383086.0,2736420.0,2013-07-04
185,2296739.0,90713.0,2032116.0,24871.0,45314.0,471085.0,-35824.0,34775.0,-368046.0,2698874.0,2013-07-05
186,2024748.0,40019.0,1902376.0,48657.0,49667.0,419041.0,-40922.0,34247.0,-430094.0,2494007.0,2013-07-06
187,1882117.0,40181.0,1739529.0,87251.0,47885.0,376125.0,-55434.0,34240.0,-389378.0,2325211.0,2013-07-07
188,2306187.0,75497.0,2017683.0,101009.0,47016.0,448869.0,-25990.0,33363.0,-392971.0,2723437.0,2013-07-08
189,2374991.0,136811.0,2005065.0,78607.0,44380.0,439343.0,-19958.0,33536.0,-344590.0,2737742.0,2013-07-09
190,2383635.0,119737.0,2039331.0,98144.0,42506.0,416928.0,-20981.0,34333.0,-348159.0,2750979.0,2013-07-10
191,2356197.0,106659.0,2018938.0,95349.0,45793.0,421687.0,-19434.0,34711.0,-349302.0,2723137.0,2013-07-11
192,2323482.0,114707.0,1997377.0,64043.0,48287.0,421060.0,-18630.0,35465.0,-340616.0,2680939.0,2013-07-12
193,2041151.0,61248.0,1840233.0,56990.0,45683.0,367018.0,-46271.0,36421.0,-321994.0,2407593.0,2013-07-13
194,1885551.0,40019.0,1828677.0,41271.0,43791.0,330785.0,-48822.0,33721.0,-385675.0,2318264.0,2013-07-14
195,2302294.0,153422.0,1990792.0,22206.0,46556.0,388875.0,-24046.0,33072.0,-310409.0,2634923.0,2013-07-15
196,2366875.0,131057.0,2010904.0,23497.0,42377.0,404897.0,-29335.0,34551.0,-252834.0,2647283.0,2013-07-16
197,2370832.0,138474.0,2053334.0,41362.0,38127.0,408151.0,-30566.0,34657.0,-314552.0,2714105.0,2013-07-17
198,2366856.0,105428.0,2095939.0,73348.0,36412.0,408912.0,-34272.0,34217.0,-354878.0,2754256.0,2013-07-18
199,2334793.0,83326.0,2026289.0,78215.0,40018.0,432132.0,-29838.0,35504.0,-332571.0,2695484.0,2013-07-19
200,2062552.0,42240.0,2018280.0,66497.0,44197.0,362760.0,-59649.0,35497.0,-448984.0,2569471.0,2013-07-20
201,1930020.0,42378.0,1947305.0,27118.0,44794.0,315809.0,-62997.0,36337.0,-422422.0,2413741.0,2013-07-21
202,2347261.0,112731.0,2070708.0,17882.0,42966.0,425665.0,-31051.0,34388.0,-327776.0,2704340.0,2013-07-22
203,2387084.0,147171.0,2030382.0,23413.0,37122.0,420524.0,-34453.0,34108.0,-272997.0,2692720.0,2013-07-23
204,2373759.0,149033.0,2041790.0,14949.0,39212.0,430223.0,-35319.0,34530.0,-302387.0,2709737.0,2013-07-24
205,2393486.0,166444.0,2108047.0,23103.0,41937.0,414526.0,-34934.0,34282.0,-361678.0,2788339.0,2013-07-25
206,2335853.0,163174.0,2092233.0,43670.0,40022.0,407120.0,-36554.0,33212.0,-408821.0,2779431.0,2013-07-26
207,2031448.0,84803.0,1878508.0,73193.0,37439.0,345017.0,-40676.0,33058.0,-381707.0,2452018.0,2013-07-27
208,1856807.0,75091.0,1846587.0,56355.0,31344.0,329428.0,-61978.0,34252.0,-456122.0,2373057.0,2013-07-28
209,2143216.0,134894.0,1905441.0,90826.0,34832.0,417011.0,-31330.0,31525.0,-441769.0,2614529.0,2013-07-29
210,2191906.0,109734.0,1947625.0,127808.0,38367.0,390318.0,-41019.0,33055.0,-415789.0,2646907.0,2013-07-30
211,2222058.0,114433.0,1960060.0,39379.0,44297.0,429257.0,-30084.0,34023.0,-371040.0,2621449.0,2013-07-31
212,2254229.0,130241.0,2018953.0,86252.0,47404.0,408889.0,-32990.0,32962.0,-439187.0,2724701.0,2013-08-01
213,2209202.0,96493.0,2048048.0,93540.0,43023.0,407889.0,-31119.0,33784.0,-484126.0,2722777.0,2013-08-02
214,1937527.0,86074.0,1839400.0,49153.0,37992.0,322001.0,-47328.0,35321.0,-386696.0,2369941.0,2013-08-03
215,1814186.0,80471.0,1879773.0,19017.0,43884.0,293794.0,-69869.0,35659.0,-470074.0,2352598.0,2013-08-04
216,2090121.0,134777.0,1975056.0,69336.0,39476.0,335336.0,-34641.0,32453.0,-463344.0,2586434.0,2013-08-05
