,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Pompage (MW),Bioénergies (MW),Ech. physiques (MW),production_totale,date
500,2382998.0,47793.0,2146907.0,128372.0,60879.0,414595.0,-33066.0,39726.0,-422136.0,2838272.0,2014-05-16
501,2061135.0,35854.0,2062436.0,64135.0,59888.0,330576.0,-56066.0,40864.0,-476543.0,2593753.0,2014-05-17
502,1890281.0,35385.0,1995089.0,31901.0,57850.0,281703.0,-91600.0,39960.0,-460053.0,2441888.0,2014-05-18
503,2252890.0,96792.0,2102244.0,111349.0,42662.0,395340.0,-30412.0,38116.0,-503217.0,2786503.0,2014-05-19
504,2305182.0,147103.0,2090762.0,101539.0,35916.0,404106.0,-35754.0,38355.0,-476836.0,2817781.0,2014-05-20
505,2342612.0,135707.0,2076357.0,112275.0,28944.0,389798.0,-39321.0,37928.0,-399120.0,2781009.0,2014-05-21
506,2327139.0,77870.0,2096393.0,151980.0,35720.0,381484.0,-43160.0,38999.0,-412122.0,2782446.0,2014-05-22
507,2311671.0,101304.0,2130154.0,80284.0,40398.0,457371.0,-33270.0,39892.0,-504495.0,2849403.0,2014-05-23
508,2055628.0,54838.0,1987646.0,99402.0,48630.0,376721.0,-56987.0,39935.0,-494587.0,2607172.0,2014-05-24
509,1920039.0,35025.0,1909220.0,30052.0,38585.0,333451.0,-88707.0,40933.0,-378489.0,2387266.0,2014-05-25
510,2315008.0,97118.0,1981047.0,39328.0,30498.0,456467.0,-26128.0,39911.0,-303255.0,2644369.0,2014-05-26
511,2380431.0,116273.0,2010908.0,74381.0,39434.0,480759.0,-31038.0,39752.0,-350030.0,2761507.0,2014-05-27
512,2370792.0,95407.0,2036017.0,33997.0,43627.0,505557.0,-26162.0,39978.0,-357599.0,2754583.0,2014-05-28
513,2013649.0,35142.0,2043414.0,31608.0,41729.0,367469.0,-63550.0,41443.0,-483565.0,2560805.0,2014-05-29
514,2127199.0,48003.0,2042937.0,43288.0,44205.0,405533.0,-36390.0,40010.0,-460382.0,2623976.0,2014-05-30
515,1973007.0,35010.0,1904228.0,67667.0,49248.0,332671.0,-67107.0,39690.0,-388369.0,2428514.0,2014-05-31
516,1859652.0,32791.0,1892973.0,42141.0,50077.0,291852.0,-59475.0,37839.0,-428550.0,2347673.0,2014-06-01
517,2238054.0,55149.0,2100849.0,27539.0,45814.0,393261.0,-29613.0,36584.0,-391546.0,2659196.0,2014-06-02
518,2292061.0,68932.0,2173926.0,23519.0,42757.0,404382.0,-35139.0,36355.0,-422653.0,2749871.0,2014-06-03
519,2333190.0,69377.0,2211423.0,120056.0,31235.0,367619.0,-36114.0,37273.0,-467663.0,2836983.0,2014-06-04
520,2312969.0,33878.0,2218835.0,54415.0,60092.0,359916.0,-28750.0,37847.0,-423251.0,2764983.0,2014-06-05
521,2283169.0,33475.0,2196928.0,90959.0,54426.0,395599.0,-29332.0,37148.0,-495987.0,2808535.0,2014-06-06
522,1990328.0,32867.0,1958553.0,68068.0,54123.0,339872.0,-58294.0,36541.0,-441322.0,2490024.0,2014-06-07
523,1829260.0,32662.0,1814826.0,45427.0,57014.0,292889.0,-88791.0,36262.0,-361032.0,2279080.0,2014-06-08
524,1929986.0,32690.0,1982645.0,52721.0,49311.0,298259.0,-80779.0,34424.0,-439231.0,2450050.0,2014-06-09
525,2279310.0,104273.0,2085471.0,36581.0,47426.0,402843.0,-33784.0,34331.0,-397767.0,2710925.0,2014-06-10
526,2299111.0,112736.0,2118601.0,39914.0,53892.0,409415.0,-40682.0,34627.0,-429382.0,2769185.0,2014-06-11
527,2322692.0,105228.0,2142886.0,58836.0,55783.0,373410.0,-37673.0,34553.0,-410307.0,2770696.0,2014-06-12
528,2295718.0,43164.0,2129371.0,70511.0,55430.0,379850.0,-28123.0,35510.0,-389950.0,2713836.0,2014-06-13
529,1979139.0,48977.0,1927308.0,127087.0,52013.0,322141.0,-62890.0,34600.0,-470089.0,2512126.0,2014-06-14
530,1822060.0,33030.0,1799185.0,149585.0,44498.0,268000.0,-79021.0,34364.0,-427540.0,2328662.0,2014-06-15
531,2214955.0,49295.0,2126988.0,127346.0,51868.0,331319.0,-33735.0,33928.0,-471995.0,2720744.0,2014-06-16
532,2272764.0,93050.0,2173096.0,120666.0,46839.0,315015.0,-32000.0,33437.0,-477297.0,2782103.0,2014-06-17
533,2278238.0,87661.0,2158006.0,93038.0,46020.0,331538.0,-28315.0,34558.0,-444239.0,2750821.0,2014-06-18
534,2289879.0,50047.0,2160134.0,39063.0,58581.0,311835.0,-37567.0,35522.0,-327735.0,2655182.0,2014-06-19
535,2269870.0,29592.0,2177000.0,50412.0,58913.0,336507.0,-31435.0,35467.0,-386574.0,2687891.0,2014-06-20
536,1999404.0,29288.0,2021413.0,49036.0,59082.0,274187.0,-52675.0,35296.0,-416202.0,2468302.0,2014-06-21
537,1864673.0,28753.0,1811674.0,57186.0,53270.0,244884.0,-72883.0,34784.0,-292939.0,2230551.0,2014-06-22
538,2259524.0,108828.0,2026661.0,57173.0,43034.0,318284.0,-30686.0,33256.0,-296956.0,2587236.0,2014-06-23
539,2314294.0,132215.0,2116944.0,44263.0,51249.0,332802.0,-28582.0,32912.0,-367449.0,2710385.0,2014-06-24
540,2308387.0,127722.0,2130909.0,60522.0,49501.0,337315.0,-24528.0,33307.0,-406326.0,2739276.0,2014-06-25
541,2306728.0,120445.0,2063084.0,35426.0,48084.0,323120.0,-23194.0,34204.0,-294432.0,2624363.0,2014-06-26
542,2280843.0,131335.0,2082059.0,43769.0,52169.0,334296.0,-17733.0,35315.0,-380285.0,2678943.0,2014-06-27
543,2000603.0,30830.0,2083428.0,34598.0,37486.0,298743.0,-39174.0,36388.0,-481629.0,2521473.0,2014-06-28
544,1845351.0,30403.0,1932006.0,73066.0,39996.0,285213.0,-69625.0,37909.0,-483523.0,2398593.0,2014-06-29
545,2211230.0,64664.0,2123928.0,22099.0,49698.0,368342.0,-23944.0,37532.0,-431034.0,2666263.0,2014-06-30
546,2279879.0,86452.0,2127412.0,57619.0,45083.0,363537.0,-28640.0,36740.0,-408307.0,2716843.0,2014-07-01
547,2296680.0,102330.0,2162280.0,38957.0,48882.0,346575.0,-25197.0,37158.0,-414209.0,2736182.0,2014-07-02
548,2328952.0,79279.0,2223715.0,16002.0,52278.0,343964.0,-38504.0,38160.0,-385823.0,2753398.0,2014-07-03
549,2288192.0,76357.0,2210640.0,67302.0,31850.0,357987.0,-34537.0,38683.0,-459976.0,2782819.0,2014-07-04
550,2002309.0,33338.0,2033168.0,147286.0,40133.0,310389.0,-57776.0,39142.0,-543289.0,2603456.0,2014-07-05
551,1859253.0,33897.0,1908734.0,88874.0,37455.0,282376.0,-62650.0,38830.0,-468192.0,2390166.0,2014-07-06
552,2218561.0,40616.0,2161513.0,28038.0,32809.0,414209.0,-43156.0,38250.0,-453603.0,2715435.0,2014-07-07
553,2282916.0,45135.0,2225357.0,63110.0,41982.0,453210.0,-49789.0,38541.0,-534600.0,2867335.0,2014-07-08
554,2304975.0,47729.0,2154518.0,136907.0,40544.0,445602.0,-47702.0,38545.0,-511116.0,2863845.0,2014-07-09
555,2327869.0,38430.0,2164847.0,136354.0,33904.0,457921.0,-44276.0,39183.0,-498431.0,2870639.0,2014-07-10
556,2292841.0,40845.0,2187979.0,62395.0,39166.0,463129.0,-39628.0,39188.0,-500146.0,2832702.0,2014-07-11
557,1998105.0,37040.0,1996719.0,44007.0,37622.0,414443.0,-51746.0,41452.0,-521254.0,2571283.0,2014-07-12
558,1851943.0,36480.0,1901241.0,84367.0,33229.0,376259.0,-59515.0,41021.0,-561048.0,2472597.0,2014-07-13
559,1878464.0,35243.0,1967220.0,50648.0,50962.0,411592.0,-58699.0,39883.0,-618290.0,2555548.0,2014-07-14
560,2258785.0,41506.0,2263169.0,18442.0,56037.0,454300.0,-30053.0,37914.0,-582424.0,2871368.0,2014-07-15
561,2329537.0,44431.0,2274013.0,14784.0,59170.0,449314.0,-35801.0,37847.0,-514123.0,2879559.0,2014-07-16
562,2369941.0,52578.0,2290521.0,49434.0,59611.0,449915.0,-38360.0,37417.0,-531132.0,2939476.0,2014-07-17
563,2353320.0,48390.0,2269408.0,66365.0,51397.0,431642.0,-35191.0,39568.0,-518220.0,2906770.0,2014-07-18
564,2043578.0,32592.0,2103964.0,84931.0,40133.0,361098.0,-51109.0,39785.0,-567846.0,2662503.0,2014-07-19
565,1859363.0,32516.0,2042650.0,49382.0,29680.0,326097.0,-70042.0,38764.0,-589604.0,2519089.0,2014-07-20
566,2221781.0,59607.0,2177715.0,92725.0,41238.0,413085.0,-33570.0,37800.0,-566750.0,2822170.0,2014-07-21
567,2292431.0,68096.0,2204818.0,90322.0,43128.0,425144.0,-33867.0,38507.0,-543610.0,2870015.0,2014-07-22
568,2318301.0,68721.0,2242767.0,57033.0,49920.0,400460.0,-39265.0,38643.0,-499911.0,2857544.0,2014-07-23
569,2328847.0,69464.0,2269619.0,38710.0,50311.0,413711.0,-31339.0,38031.0,-519557.0,2879846.0,2014-07-24
570,2250687.0,59804.0,2221622.0,32711.0,37549.0,438924.0,-28224.0,38244.0,-549897.0,2828854.0,2014-07-25
571,1972553.0,33690.0,2082489.0,37655.0,49855.0,379466.0,-43575.0,39090.0,-605986.0,2622245.0,2014-07-26
572,1843455.0,34296.0,2015306.0,33334.0,52364.0,335539.0,-68383.0,38500.0,-597408.0,2509339.0,2014-07-27
573,2155517.0,33010.0,2208775.0,43860.0,31518.0,397529.0,-40830.0,38291.0,-556562.0,2752983.0,2014-07-28
574,2186463.0,34608.0,2207058.0,86676.0,34117.0,401026.0,-45521.0,38298.0,-569721.0,2801783.0,2014-07-29
575,2192325.0,44808.0,2222611.0,65889.0,44189.0,403330.0,-42302.0,38967.0,-585049.0,2819794.0,2014-07-30
576,2187795.0,41036.0,2214951.0,24794.0,55281.0,425992.0,-40482.0,39551.0,-573222.0,2801605.0,2014-07-31
577,2132878.0,43520.0,2176976.0,19051.0,48393.0,432220.0,-33745.0,39676.0,-593145.0,2759836.0,2014-08-01
578,1890475.0,33031.0,1931390.0,50403.0,38743.0,375697.0,-42229.0,39120.0,-535611.0,2468384.0,2014-08-02
579,1749640.0,34178.0,1825701.0,19982.0,46242.0,370528.0,-60648.0,38836.0,-525192.0,2335467.0,2014-08-03
580,1993942.0,44123.0,2081889.0,17884.0,42898.0,398836.0,-31177.0,38087.0,-598544.0,2623717.0,2014-08-04
581,2029464.0,48011.0,2125912.0,31867.0,54940.0,380779.0,-40824.0,38410.0,-609585.0,2679919.0,2014-08-05
582,2040016.0,44495.0,2120823.0,57767.0,46200.0,382131.0,-43339.0,38669.0,-606737.0,2690085.0,2014-08-06
583,2050871.0,35054.0,2150913.0,19821.0,43301.0,391358.0,-38494.0,39332.0,-590449.0,2679779.0,2014-08-07
584,2041459.0,34269.0,2094635.0,59057.0,41629.0,389084.0,-30474.0,39494.0,-586194.0,2658168.0,2014-08-08
585,1836871.0,34418.0,1865473.0,74234.0,40544.0,326260.0,-57867.0,39701.0,-485861.0,2380630.0,2014-08-09
586,1739094.0,35166.0,1628476.0,165383.0,41657.0,302181.0,-68352.0,39372.0,-404764.0,2212235.0,2014-08-10
587,1950490.0,36497.0,1904345.0,125098.0,43117.0,351670.0,-36588.0,39059.0,-512663.0,2499786.0,2014-08-11
588,1973140.0,38269.0,1981454.0,74288.0,43143.0,361279.0,-39389.0,39393.0,-525287.0,2537826.0,2014-08-12
589,1972845.0,38725.0,1938651.0,104380.0,41124.0,376889.0,-34512.0,39380.0,-531830.0,2539149.0,2014-08-13
590,1958661.0,40793.0,1873147.0,85709.0,44396.0,423732.0,-31915.0,38954.0,-516104.0,2506731.0,2014-08-14
591,1780487.0,36986.0,1777695.0,78229.0,45476.0,354965.0,-51808.0,39161.0,-500217.0,2332512.0,2014-08-15
592,1783352.0,37329.0,1762552.0,53935.0,51794.0,340971.0,-53487.0,39425.0,-449182.0,2286006.0,2014-08-16
593,1712253.0,37225.0,1445508.0,112194.0,51447.0,310059.0,-62045.0,39623.0,-221870.0,1996056.0,2014-08-17
594,1988529.0,36996.0,1965734.0,67868.0,45685.0,333990.0,-37542.0,38478.0,-462611.0,2488751.0,2014-08-18
595,2042830.0,36950.0,2046590.0,52235.0,44507.0,363408.0,-33668.0,39280.0,-506428.0,2582970.0,2014-08-19
596,2058970.0,36759.0,2081570.0,29812.0,42552.0,346883.0,-34514.0,39456.0,-483488.0,2577032.0,2014-08-20
597,2073902.0,36886.0,2116621.0,27609.0,51832.0,351284.0,-30243.0,38674.0,-518790.0,2622906.0,2014-08-21
598,2080945.0,38773.0,2097935.0,74298.0,37289.0,345774.0,-30121.0,38936.0,-521949.0,2633005.0,2014-08-22
599,1892635.0,37238.0,1956481.0,65154.0,42276.0,276141.0,-48949.0,40209.0,-475985.0,2417499.0,2014-08-23
600,1786634.0,36585.0,1907484.0,21971.0,48926.0,220960.0,-74612.0,38221.0,-412898.0,2274147.0,2014-08-24
601,2167527.0,53452.0,2176173.0,94894.0,40080.0,285111.0,-37932.0,35319.0,-479573.0,2685029.0,2014-08-25
602,2243842.0,84879.0,2199816.0,90015.0,27902.0,316242.0,-33404.0,34947.0,-476621.0,2753801.0,2014-08-26
603,2239150.0,112213.0,2205969.0,39292.0,42479.0,322362.0,-27136.0,36385.0,-492452.0,2758700.0,2014-08-27
604,2255698.0,93840.0,2207802.0,57349.0,46159.0,318894.0,-30382.0,36499.0,-474472.0,2760543.0,2014-08-28
605,2222997.0,85019.0,2207012.0,52436.0,35406.0,321103.0,-25119.0,37956.0,-490805.0,2738932.0,2014-08-29
606,1961246.0,36704.0,2081899.0,59609.0,41567.0,266386.0,-54893.0,38707.0,-508689.0,2524872.0,2014-08-30
607,1836910.0,36077.0,1976698.0,69226.0,48156.0,239818.0,-59153.0,38743.0,-512661.0,2408718.0,2014-08-31
608,2213292.0,88619.0,2177880.0,39916.0,53968.0,287212.0,-29488.0,37765.0,-442585.0,2685360.0,2014-09-01
609,2281518.0,92830.0,2195999.0,47935.0,53773.0,273924.0,-24669.0,38402.0,-396690.0,2702863.0,2014-09-02
610,2291857.0,73833.0,2189850.0,78991.0,54019.0,266878.0,-30261.0,38186.0,-379641.0,2701757.0,2014-09-03
611,2307416.0,81059.0,2174385.0,34464.0,45837.0,282570.0,-23022.0,38103.0,-325996.0,2656418.0,2014-09-04
612,2288891.0,84910.0,2198912.0,11026.0,43997.0,284046.0,-21521.0,38004.0,-350411.0,2660895.0,2014-09-05
613,2006057.0,37118.0,2128891.0,6908.0,46309.0,223531.0,-39783.0,38657.0,-435495.0,2481414.0,2014-09-06
614,1876848.0,35833.0,2073734.0,19968.0,48860.0,181688.0,-73586.0,37318.0,-446897.0,2397401.0,2014-09-07
615,2273795.0,65784.0,2234108.0,38723.0,37200.0,277397.0,-31376.0,35285.0,-383249.0,2688497.0,2014-09-08
616,2321004.0,95482.0,2261187.0,42367.0,42372.0,262012.0,-38884.0,36302.0,-379791.0,2739722.0,2014-09-09
617,2324707.0,97533.0,2260386.0,76209.0,49996.0,254879.0,-37469.0,36979.0,-413774.0,2775982.0,2014-09-10
618,2318435.0,108414.0,2195634.0,84997.0,52667.0,277075.0,-33046.0,37208.0,-404440.0,2755995.0,2014-09-11
619,2276174.0,88498.0,2144782.0,76395.0,52612.0,259173.0,-32390.0,37776.0,-350637.0,2659236.0,2014-09-12
620,1999862.0,35984.0,2095023.0,78992.0,48810.0,221264.0,-57013.0,38343.0,-461510.0,2518416.0,2014-09-13
621,1866071.0,35045.0,2045769.0,63086.0,41165.0,193649.0,-87360.0,38041.0,-463293.0,2416755.0,2014-09-14
622,2262168.0,109772.0,2127714.0,30192.0,38322.0,266204.0,-28307.0,35324.0,-317003.0,2607528.0,2014-09-15
623,2313476.0,143993.0,2171097.0,52416.0,41618.0,255134.0,-31374.0,36543.0,-355907.0,2700801.0,2014-09-16
624,2326381.0,102180.0,2184263.0,73744.0,35445.0,268921.0,-35787.0,37256.0,-339598.0,2701809.0,2014-09-17
625,2325321.0,94054.0,2208012.0,55892.0,32627.0,296941.0,-34703.0,37173.0,-364599.0,2724699.0,2014-09-18
626,2301801.0,106015.0,2205544.0,39262.0,33383.0,303907.0,-32191.0,37345.0,-391440.0,2725456.0,2014-09-19
627,2012090.0,68874.0,2023379.0,19717.0,39959.0,248879.0,-52278.0,37486.0,-373867.0,2438294.0,2014-09-20
628,1870222.0,54547.0,1967878.0,68080.0,32039.0,210084.0,-85579.0,36967.0,-413728.0,2369595.0,2014-09-21
629,2236205.0,132960.0,2018094.0,75135.0,41874.0,253237.0,-30155.0,35356.0,-290231.0,2556656.0,2014-09-22
630,2306613.0,144824.0,2070152.0,53559.0,40088.0,263144.0,-27394.0,34817.0,-272523.0,2606584.0,2014-09-23
631,2344920.0,156717.0,2096549.0,43773.0,27339.0,260932.0,-31568.0,36366.0,-245109.0,2621676.0,2014-09-24
632,2333501.0,167517.0,2075768.0,36904.0,41712.0,254680.0,-27094.0,36124.0,-252085.0,2612705.0,2014-09-25
633,2299870.0,122423.0,2123624.0,21553.0,49250.0,248495.0,-30028.0,37435.0,-272839.0,2602780.0,2014-09-26
634,2016690.0,35372.0,1995386.0,50479.0,49042.0,183231.0,-57388.0,38413.0,-277736.0,2351923.0,2014-09-27
635,1881967.0,35337.0,1964359.0,71173.0,37402.0,171915.0,-85694.0,37102.0,-349590.0,2317288.0,2014-09-28
636,2283488.0,178557.0,2077467.0,45188.0,23004.0,241097.0,-32219.0,35135.0,-284721.0,2600448.0,2014-09-29
637,2334491.0,180889.0,2127685.0,12268.0,22604.0,254524.0,-34190.0,36992.0,-266298.0,2634962.0,2014-09-30
638,2336128.0,169292.0,2129746.0,21619.0,39669.0,229109.0,-33156.0,40941.0,-261083.0,2630376.0,2014-10-01
639,2329152.0,159846.0,2082309.0,18827.0,43661.0,257115.0,-25068.0,41275.0,-248791.0,2603033.0,2014-10-02
640,2295987.0,141718.0,2115431.0,13652.0,44011.0,204996.0,-36560.0,42633.0,-229886.0,2562441.0,2014-10-03
641,2018271.0,67492.0,2014887.0,65681.0,37055.0,167092.0,-67544.0,41392.0,-307737.0,2393599.0,2014-10-04
642,1919732.0,53271.0,1937859.0,59642.0,30630.0,160105.0,-78049.0,39496.0,-283142.0,2281003.0,2014-10-05
643,2355571.0,164190.0,1976276.0,116969.0,25044.0,246323.0,-36872.0,38606.0,-174944.0,2567408.0,2014-10-06
644,2413302.0,178476.0,2062491.0,167518.0,21465.0,218910.0,-32340.0,38647.0,-241785.0,2687507.0,2014-10-07
645,2433938.0,176092.0,2062057.0,186200.0,26079.0,248361.0,-42170.0,39004.0,-261571.0,2737793.0,2014-10-08
646,2402461.0,206449.0,2052649.0,140466.0,23295.0,238286.0,-37197.0,38812.0,-260263.0,2699957.0,2014-10-09
647,2366691.0,193351.0,2024262.0,41708.0,18166.0,311387.0,-32092.0,39416.0,-229508.0,2628290.0,2014-10-10
648,2086665.0,114310.0,1970816.0,38723.0,30696.0,245769.0,-64736.0,39147.0,-288049.0,2439461.0,2014-10-11
649,2001044.0,58004.0,1892015.0,154496.0,23751.0,222346.0,-69200.0,38156.0,-318491.0,2388768.0,2014-10-12
650,2359303.0,135837.0,2057244.0,160771.0,28064.0,305312.0,-40904.0,36104.0,-323058.0,2723332.0,2014-10-13
651,2417506.0,182992.0,2151460.0,45487.0,29647.0,294215.0,-43485.0,36045.0,-278833.0,2739846.0,2014-10-14
652,2443491.0,157815.0,2203631.0,51056.0,22350.0,303949.0,-43662.0,36766.0,-288419.0,2775567.0,2014-10-15
653,2435792.0,144190.0,2201640.0,99347.0,20634.0,286954.0,-37857.0,37332.0,-316420.0,2790097.0,2014-10-16
654,2379164.0,99947.0,2199526.0,80732.0,34161.0,295304.0,-42806.0,38117.0,-325758.0,2747787.0,2014-10-17
655,2072534.0,44021.0,2079450.0,105743.0,38510.0,196028.0,-74000.0,39408.0,-356584.0,2503160.0,2014-10-18
656,1914310.0,39546.0,1932266.0,106367.0,36462.0,182788.0,-82137.0,39274.0,-340209.0,2336703.0,2014-10-19
657,2312903.0,104009.0,2158142.0,46762.0,27796.0,264708.0,-37298.0,38392.0,-289575.0,2639809.0,2014-10-20
658,2430099.0,90616.0,2162295.0,252212.0,23281.0,272695.0,-45423.0,38975.0,-364507.0,2840074.0,2014-10-21
659,2519092.0,196965.0,2079268.0,152319.0,34333.0,281247.0,-38837.0,39246.0,-225445.0,2783378.0,2014-10-22
660,2565926.0,290343.0,1941746.0,62215.0,31105.0,308722.0,-31652.0,39855.0,-76388.0,2673986.0,2014-10-23
661,2530023.0,181632.0,2211426.0,63681.0,32832.0,291578.0,-30428.0,40668.0,-261355.0,2821817.0,2014-10-24
662,2223762.0,118651.0,2215351.0,18723.0,26201.0,203298.0,-55688.0,40886.0,-343632.0,2623110.0,2014-10-25
663,2002237.0,74240.0,2068385.0,16935.0,32209.0,167562.0,-76498.0,39713.0,-320293.0,2399044.0,2014-10-26
664,2469746.0,175095.0,2199590.0,45114.0,30075.0,236556.0,-33886.0,40421.0,-223190.0,2726851.0,2014-10-27
665,2565274.0,221749.0,2290558.0,61093.0,29047.0,216187.0,-36497.0,40020.0,-256866.0,2858654.0,2014-10-28
666,2555182.0,256369.0,2309883.0,22412.0,31265.0,233399.0,-29178.0,39421.0,-308325.0,2892749.0,2014-10-29
667,2515991.0,246782.0,2304857.0,50056.0,32544.0,226306.0,-38348.0,41582.0,-347755.0,2902127.0,2014-10-30
668,2449905.0,152916.0,2295119.0,86197.0,34040.0,219814.0,-39344.0,42878.0,-341675.0,2830964.0,2014-10-31
669,2142299.0,96765.0,2136796.0,71230.0,31213.0,166446.0,-72809.0,46184.0,-333470.0,2548634.0,2014-11-01
670,2097346.0,98956.0,1994402.0,170283.0,20783.0,157556.0,-84090.0,47080.0,-307557.0,2489060.0,2014-11-02
671,2548748.0,266857.0,2132497.0,234634.0,12814.0,186078.0,-34000.0,45840.0,-295863.0,2878720.0,2014-11-03
672,2685473.0,388411.0,2161296.0,59263.0,10143.0,283601.0,-29023.0,44987.0,-233177.0,2947701.0,2014-11-04
673,2821293.0,353512.0,2339827.0,64061.0,16803.0,310335.0,-33416.0,46391.0,-276157.0,3130929.0,2014-11-05
674,2901031.0,337254.0,2418452.0,94188.0,27131.0,306347.0,-35655.0,47055.0,-293762.0,3230427.0,2014-11-06
675,2869878.0,229726.0,2423434.0,242963.0,20950.0,321806.0,-42193.0,47443.0,-374204.0,3286322.0,2014-11-07
676,2542755.0,142179.0,2291239.0,145605.0,25530.0,281098.0,-60812.0,48015.0,-330059.0,2933666.0,2014-11-08
677,2417663.0,125933.0,2275859.0,60801.0,10395.0,269288.0,-80216.0,48186.0,-292568.0,2790462.0,2014-11-09
678,2655050.0,204986.0,2321737.0,109911.0,23091.0,319511.0,-39001.0,46418.0,-331511.0,3025654.0,2014-11-10
679,2487945.0,151967.0,2348111.0,182727.0,14451.0,282707.0,-64783.0,46236.0,-473509.0,3026199.0,2014-11-11
680,2797153.0,265960.0,2440155.0,108611.0,17963.0,333144.0,-28623.0,45938.0,-385951.0,3211771.0,2014-11-12
681,2861240.0,288015.0,2482788.0,130223.0,23999.0,350225.0,-36401.0,46019.0,-423617.0,3321269.0,2014-11-13
682,2841047.0,244787.0,2487723.0,127058.0,8116.0,348274.0,-35861.0,47050.0,-386092.0,3263008.0,2014-11-14
683,2546997.0,146810.0,2375907.0,55581.0,13880.0,321977.0,-71111.0,46202.0,-342253.0,2960357.0,2014-11-15
684,2467394.0,128068.0,2319555.0,69242.0,13810.0,309789.0,-91244.0,47203.0,-329012.0,2887667.0,2014-11-16
685,2910242.0,306438.0,2507633.0,45078.0,11405.0,381777.0,-28174.0,45502.0,-359385.0,3297833.0,2014-11-17
686,2969390.0,305747.0,2555336.0,23074.0,18132.0,410837.0,-35456.0,45913.0,-354135.0,3359039.0,2014-11-18
687,3029102.0,341923.0,2594603.0,26727.0,24338.0,432347.0,-38056.0,46980.0,-399679.0,3466918.0,2014-11-19
688,3021400.0,327799.0,2552066.0,69727.0,20542.0,418269.0,-36779.0,47171.0,-377358.0,3435574.0,2014-11-20
689,2920891.0,302987.0,2528985.0,76390.0,21840.0,391968.0,-36589.0,47913.0,-412558.0,3370083.0,2014-11-21
690,2553267.0,133541.0,2429936.0,93623.0,15515.0,334665.0,-44169.0,48698.0,-458495.0,3055978.0,2014-11-22
691,2371844.0,130025.0,2398925.0,108362.0,13114.0,277978.0,-89762.0,49067.0,-515892.0,2977471.0,2014-11-23
692,2775165.0,279265.0,2434202.0,82172.0,8522.0,356828.0,-39274.0,48405.0,-394936.0,3209394.0,2014-11-24
693,2877291.0,349543.0,2564101.0,57993.0,5437.0,360413.0,-33456.0,47296.0,-473994.0,3384783.0,2014-11-25
694,2868263.0,273474.0,2605643.0,27780.0,6572.0,377599.0,-30284.0,46977.0,-439522.0,3338045.0,2014-11-26
695,2868006.0,212730.0,2607668.0,78126.0,11853.0,369820.0,-29882.0,47319.0,-429635.0,3327516.0,2014-11-27
696,2808893.0,119698.0,2593020.0,209477.0,13437.0,383782.0,-38797.0,47667.0,-519393.0,3367081.0,2014-11-28
697,2586317.0,114770.0,2593463.0,117070.0,7488.0,366495.0,-51210.0,48137.0,-609855.0,3247423.0,2014-11-29
698,2572833.0,114046.0,2607837.0,57185.0,7815.0,329617.0,-67036.0,48438.0,-524992.0,3164938.0,2014-11-30
699,3105652.0,312321.0,2665528.0,91162.0,4816.0,394112.0,-33246.0,46549.0,-375609.0,3514488.0,2014-12-01
700,3268133.0,391969.0,2715908.0,65326.0,6789.0,423468.0,-37080.0,46463.0,-344660.0,3649923.0,2014-12-02
701,3371627.0,421830.0,2699322.0,82541.0,7190.0,425239.0,-32020.0,46969.0,-279431.0,3683091.0,2014-12-03
702,3376797.0,442117.0,2669892.0,17308.0,7197.0,417108.0,-23831.0,47819.0,-200786.0,3601441.0,2014-12-04
703,3332319.0,443392.0,2634036.0,38754.0,7672.0,418540.0,-26237.0,47970.0,-231768.0,3590364.0,2014-12-05
704,3091517.0,324546.0,2550031.0,85423.0,9579.0,329713.0,-43581.0,48854.0,-213006.0,3348146.0,2014-12-06
705,3042382.0,244899.0,2547962.0,112784.0,15469.0,287666.0,-79235.0,48679.0,-135811.0,3257459.0,2014-12-07
706,3371773.0,379966.0,2603896.0,102082.0,9959.0,349019.0,-33874.0,47753.0,-86929.0,3492675.0,2014-12-08
707,3510320.0,427670.0,2672123.0,114780.0,19447.0,388475.0,-31139.0,47047.0,-128093.0,3669542.0,2014-12-09
708,3465097.0,435989.0,2708940.0,191641.0,8933.0,387891.0,-28106.0,47761.0,-288002.0,3781155.0,2014-12-10
709,3335909.0,368414.0,2688086.0,277703.0,12559.0,369785.0,-28402.0,48037.0,-400213.0,3764584.0,2014-12-11
710,3278285.0,344609.0,2652977.0,284110.0,11823.0,381638.0,-28285.0,48333.0,-416918.0,3723490.0,2014-12-12
711,2979296.0,287024.0,2591603.0,102680.0,6660.0,371467.0,-43451.0,48913.0,-385574.0,3408347.0,2014-12-13
712,2949091.0,244285.0,2628770.0,50742.0,7651.0,302766.0,-66427.0,48609.0,-267310.0,3282823.0,2014-12-14
713,3266668.0,392417.0,2716317.0,79787.0,10675.0,353544.0,-39455.0,47546.0,-294154.0,3600286.0,2014-12-15
714,3215614.0,379172.0,2704030.0,50315.0,9708.0,386958.0,-31540.0,46662.0,-329686.0,3576845.0,2014-12-16
715,3263371.0,332957.0,2732921.0,227313.0,3850.0,414325.0,-34707.0,46278.0,-459440.0,3757644.0,2014-12-17
716,3069132.0,194183.0,2703422.0,263058.0,7697.0,422193.0,-48812.0,47205.0,-519711.0,3637758.0,2014-12-18
